"dontsova__01_Букет_прекрасных_дам" "dontsova__03-Дама-с-коготками" "dontsova__03_Инь,_янь_и_всякая_дрянь" "dontsova__04_Клеопатра_с_парашютом" "dontsova__06_Созвездие_жадных_псов" "dontsova__07_Микстура_от_косоглазия" "dontsova__09-Бассейн-с-крокодилами" "dontsova__10_Спят_усталые_игрушки" "dontsova__13_Муха_в_самолете" "dontsova__18_Безумная_кепка_Мономаха" "dontsova__18_Зимнее_лето_весны" "dontsova__22_Астральное_тело_холостяка" "dontsova__27_Император_деревни_Гадюкино" "dontsova__27_Страстная_ночь_в_зоопарке" "dontsova__32_Бегемот_под_майонезом" "dontsova__39_Шуры-муры_с_призраком" "dontsova__40_Тормоза_для_блудного_мужа" "dontsova__44_Бинокль_для_всевидящего_ока" "dontsova__47-Самовар-с-шампанским" "dontsova__47_Гиблое_место_в_ипотеку" "marinina__03_Оборванные_нити" "marinina__05_Все_не_так" "marinina__05_Смерть_ради_смерти" "marinina__21_Седьмая_жертва" "marinina__35_Отдаленные_последствия._Том_1" "polyakova__Татьяна_Полякова_-_01._Испанская_легенда_(2008)" "polyakova__Татьяна_Полякова_-_01._Капкан_на_спонсора_(1999)" "polyakova__Татьяна_Полякова_-_04._Неопознанный_ходячий_объект_(2001)" "polyakova__Татьяна_Полякова_-_05._Четыре_всадника_раздора_(2020)" "polyakova__Татьяна_Полякова_-_05._Я_смотрю_на_тебя_издали_(2012)" "traub__Маша_Трауб_-_Замочная_скважина_-_2012" "traub__Маша_Трауб_-_Плохая_мать_-_2010" "traub__Маша_Трауб_-_Посмотри_на_меня_-_2021" "traub__Маша_Трауб_-_Продаётся_дом_с_дедушкой_-_2016" "traub__Маша_Трауб_-_Собирайся,_мы_уезжаем_-_2006" "ustinova__Близкие_люди" "ustinova__Девчонки,_я_приехал!" "ustinova__Жизнь,_по_слухам,_одна!" "ustinova__Один_день,_одна_ночь" "ustinova__Персональный_ангел"
"сестрица" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00393019965414243 0 0 0 0 0 0.00396951413147031 0 0 0 0 0 0 0 0 0 0.160062463400351 0 0 0 0 0 0 0 0 0 0
"скончалась" 0.00788954635108481 0.0116609009989505 0 0.00390304828070723 0.00794723039020901 0 0.0117137167623287 0.00780731545458094 0.0118736642127761 0.0117439812096301 0.00404105714054797 0.0117554858934169 0.00395428842579778 0.00393019965414243 0.00395444479595065 0 0.00392356887825166 0.0158831003811944 0.00799264676497622 0.0277865989202922 0.00381315538608198 0 0 0 0.00380459595190991 0 0 0 0 0 0 0 0 0 0 0 0.00390930414386239 0 0 0
"следователя" 0 0 0.0199600798403194 0 0 0 0.00390457225410956 0.00780731545458094 0 0 0.00404105714054797 0.00391849529780564 0 0.00393019965414243 0 0.00394524006785813 0 0.0039707750952986 0 0.0119085423944109 0.00762631077216397 0.0037824343747636 0.0691908514318662 0.0228232340522652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"снег" 0.00788954635108481 0.023321801997901 0 0 0 0.00798403193612774 0.0117137167623287 0.0195182886364524 0.00791577614185071 0.00391466040321002 0 0.00391849529780564 0 0 0 0 0.00784713775650332 0 0 0 0 0 0 0 0.00380459595190991 0 0 0.00390518217674855 0 0.00780792504391958 0.0039106800672637 0.00394430639372066 0.00767018216682646 0.00385579332947754 0.0038928682653379 0.00385252533035405 0.0234558248631744 0 0 0.00767018216682646
"снять" 0 0.00388696699965017 0.0199600798403194 0.00390304828070723 0 0.00399201596806387 0.00390457225410956 0 0.00395788807092535 0 0.00404105714054797 0 0.00790857685159555 0.00786039930828486 0.00395444479595065 0.00789048013571626 0.0235414132695099 0.0039707750952986 0.00399632338248811 0 0.00762631077216397 0.0075648687495272 0.00768787238131847 0.0038038723420442 0.00380459595190991 0 0 0.00390518217674855 0.00783269366335083 0.00390396252195979 0 0.00394430639372066 0.00383509108341323 0 0.0077857365306758 0.00385252533035405 0 0 0 0
"состояние" 0.0157790927021696 0.00777393399930035 0.00399201596806387 0.00780609656141446 0.00397361519510451 0 0.00780914450821912 0.00780731545458094 0 0.00391466040321002 0 0 0.00790857685159555 0 0.0118633343878519 0.00394524006785813 0.00784713775650332 0.0039707750952986 0.00399632338248811 0.00793902826294062 0.00381315538608198 0 0 0 0 0.00390915132324772 0 0.00390518217674855 0 0.00780792504391958 0.00782136013452739 0.00394430639372066 0 0.00385579332947754 0 0.00385252533035405 0.00390930414386239 0 0.00384644972690207 0.0153403643336529
"спорить" 0.00394477317554241 0 0 0.0156121931228289 0 0.0119760479041916 0 0.0117109731818714 0 0 0.00404105714054797 0.00783699059561128 0.00395428842579778 0.0117905989624273 0.0079088895919013 0.00394524006785813 0.011770706634755 0.00794155019059721 0.00399632338248811 0.00793902826294062 0.00381315538608198 0 0.00384393619065923 0.0038038723420442 0 0.00390915132324772 0 0.00781036435349709 0 0.0117118875658794 0.00782136013452739 0.00394430639372066 0.00383509108341323 0.00385579332947754 0 0 0 0 0 0
"странным" 0.0157790927021696 0.00388696699965017 0 0 0 0.0119760479041916 0 0.00390365772729047 0.00395788807092535 0.0117439812096301 0.00404105714054797 0 0.0118628652773933 0.00393019965414243 0 0 0.00784713775650332 0 0 0 0.00762631077216397 0.0075648687495272 0.00384393619065923 0 0.00380459595190991 0.00781830264649545 0.00789920612978396 0 0.00783269366335083 0.00390396252195979 0.0039106800672637 0.00394430639372066 0.00767018216682646 0 0 0 0.00781860828772478 0.0114042423781647 0.00384644972690207 0
"убежала" 0 0 0 0.00780609656141446 0.00397361519510451 0.00399201596806387 0.00390457225410956 0 0.00395788807092535 0.00782932080642004 0.00808211428109593 0 0.0158171537031911 0 0.0158177791838026 0.0197262003392906 0 0.0119123252858958 0.00799264676497622 0.0119085423944109 0.00762631077216397 0 0 0 0.00380459595190991 0 0.00394960306489198 0.00390518217674855 0 0 0.00782136013452739 0 0 0.00771158665895508 0.0077857365306758 0 0 0 0.00384644972690207 0
"услышать" 0 0.00777393399930035 0.00399201596806387 0 0 0.00399201596806387 0 0 0 0.00391466040321002 0 0 0.00790857685159555 0.00786039930828486 0.0079088895919013 0 0.011770706634755 0.00794155019059721 0.00399632338248811 0 0.00381315538608198 0.0075648687495272 0.00768787238131847 0.0038038723420442 0.00380459595190991 0.0195457566162386 0.00394960306489198 0.00390518217674855 0.00391634683167541 0.00780792504391958 0 0.00394430639372066 0.0115052732502397 0 0.0077857365306758 0.00385252533035405 0 0 0 0.00767018216682646
"уходить" 0 0 0.00399201596806387 0 0.00397361519510451 0 0 0.00390365772729047 0.00791577614185071 0.00391466040321002 0 0 0 0 0 0.00394524006785813 0 0 0 0.0119085423944109 0.0114394661582459 0.0075648687495272 0 0.0152154893681768 0.0114137878557297 0 0 0.00390518217674855 0.00783269366335083 0 0.0039106800672637 0.00394430639372066 0 0.0154231733179102 0.0077857365306758 0.00385252533035405 0.0117279124315872 0.00380141412605489 0.00384644972690207 0.0153403643336529
"фу" 0.00394477317554241 0.00388696699965017 0.0119760479041916 0.00780609656141446 0.00794723039020901 0.00798403193612774 0 0.00390365772729047 0 0.00391466040321002 0.0121231714216439 0 0.0158171537031911 0.0196509982707122 0.0079088895919013 0.0118357202035744 0.00392356887825166 0.0277954256670902 0 0 0 0.0037824343747636 0 0 0 0 0 0 0 0 0.0039106800672637 0 0 0.00385579332947754 0 0 0 0 0.00769289945380414 0
"шагом" 0.00788954635108481 0.023321801997901 0.00399201596806387 0 0.0278153063657315 0.0119760479041916 0.0117137167623287 0.0117109731818714 0 0.00782932080642004 0.00808211428109593 0 0.00395428842579778 0.00786039930828486 0.00395444479595065 0 0 0.0039707750952986 0.00399632338248811 0 0 0 0.00384393619065923 0 0.00760919190381981 0 0.00394960306489198 0 0 0.00390396252195979 0 0 0.00383509108341323 0 0.0038928682653379 0 0.00390930414386239 0 0 0
"шее" 0 0 0 0.00390304828070723 0.00397361519510451 0.00798403193612774 0 0 0.00791577614185071 0.00782932080642004 0.0202052857027398 0.00783699059561128 0.00790857685159555 0.0117905989624273 0 0.00394524006785813 0.011770706634755 0 0.00399632338248811 0.00793902826294062 0 0 0 0 0 0.00781830264649545 0 0 0 0.00390396252195979 0 0.0157772255748827 0 0.00385579332947754 0 0.0115575759910621 0.0117279124315872 0 0.00769289945380414 0
"шестьдесят" 0.019723865877712 0 0 0 0.0198680759755225 0 0 0 0.00791577614185071 0 0.00404105714054797 0 0.00395428842579778 0.0117905989624273 0.00395444479595065 0.0118357202035744 0 0.00794155019059721 0.0119889701474643 0.00793902826294062 0 0.0075648687495272 0 0.0038038723420442 0 0.00390915132324772 0.00789920612978396 0.00390518217674855 0 0 0.0039106800672637 0.00394430639372066 0.00767018216682646 0.00385579332947754 0 0 0 0.0114042423781647 0 0
"аллочка" 0 0 0 0 0 0.00399201596806387 0.00780914450821912 0.109302416364133 0 0 0 0 0.03558859583218 0 0 0 0.00784713775650332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"белый" 0.00394477317554241 0 0.00798403193612774 0.00390304828070723 0.0119208455853135 0.00798403193612774 0 0.00780731545458094 0.00395788807092535 0.00391466040321002 0 0 0.0118628652773933 0.00393019965414243 0.00395444479595065 0.00789048013571626 0.00784713775650332 0.0039707750952986 0 0 0.00381315538608198 0.0037824343747636 0.00384393619065923 0.0076077446840884 0.00380459595190991 0.00390915132324772 0.00394960306489198 0.00390518217674855 0.00391634683167541 0.00780792504391958 0 0 0 0 0.0116786047960137 0.00385252533035405 0 0.00380141412605489 0 0.00767018216682646
"вашем" 0 0.00388696699965017 0 0.00390304828070723 0.00397361519510451 0.00798403193612774 0 0 0.00791577614185071 0.00782932080642004 0 0.00391849529780564 0.00395428842579778 0 0.0118633343878519 0.0118357202035744 0 0.00794155019059721 0.00799264676497622 0 0.00762631077216397 0 0.00384393619065923 0 0.00380459595190991 0.00781830264649545 0.00789920612978396 0.00781036435349709 0.00391634683167541 0.0117118875658794 0 0.00394430639372066 0.00767018216682646 0 0 0.00770505066070809 0.00390930414386239 0 0 0.00383509108341323
"восторга" 0 0.00777393399930035 0 0.00390304828070723 0.00397361519510451 0.00399201596806387 0 0 0.00395788807092535 0.00782932080642004 0.00808211428109593 0.0156739811912226 0 0.00786039930828486 0.00395444479595065 0 0.00392356887825166 0.00794155019059721 0.0199816169124406 0 0 0 0 0.0038038723420442 0 0.00390915132324772 0.00394960306489198 0 0 0.00390396252195979 0.0117320402017911 0 0.00383509108341323 0.00771158665895508 0.0116786047960137 0.00385252533035405 0.00390930414386239 0 0 0.00767018216682646
"всяких" 0.00788954635108481 0.00388696699965017 0.00798403193612774 0.00390304828070723 0.00397361519510451 0.00399201596806387 0 0 0.00791577614185071 0.0117439812096301 0.0161642285621919 0.00391849529780564 0.00790857685159555 0.00786039930828486 0 0 0 0 0 0.00396951413147031 0.0114394661582459 0.0075648687495272 0.00384393619065923 0 0.0114137878557297 0.0117274539697432 0 0 0.00783269366335083 0.00390396252195979 0 0 0.00383509108341323 0 0 0 0 0.00760282825210979 0.00384644972690207 0
"выглядеть" 0.0118343195266272 0.00777393399930035 0 0 0 0.00399201596806387 0.0117137167623287 0 0 0 0.00808211428109593 0 0.00395428842579778 0.0117905989624273 0 0.00394524006785813 0 0 0.00399632338248811 0.00396951413147031 0.00381315538608198 0.0226946062485816 0.00768787238131847 0.0038038723420442 0.00380459595190991 0.00390915132324772 0.00394960306489198 0.0117155465302456 0 0.0117118875658794 0 0 0 0.0154231733179102 0 0 0 0.00380141412605489 0 0
"делам" 0 0 0 0.00390304828070723 0 0.00399201596806387 0.00390457225410956 0.00780731545458094 0 0 0.00808211428109593 0.00391849529780564 0.00790857685159555 0 0.0079088895919013 0.00789048013571626 0.00784713775650332 0.0039707750952986 0 0 0 0 0.0192196809532962 0.0038038723420442 0.0114137878557297 0.00781830264649545 0.0157984122595679 0.00390518217674855 0 0.0117118875658794 0 0.00788861278744133 0.00383509108341323 0 0 0 0 0 0.00769289945380414 0.00383509108341323
"дыхание" 0.00394477317554241 0.00388696699965017 0.0119760479041916 0 0.00794723039020901 0 0.00390457225410956 0.00390365772729047 0 0 0.00404105714054797 0 0.0118628652773933 0 0 0 0.00392356887825166 0.0039707750952986 0.0159852935299524 0 0.0114394661582459 0 0.0115318085719777 0.0038038723420442 0.00380459595190991 0.00390915132324772 0 0.00390518217674855 0 0.00390396252195979 0 0 0.00383509108341323 0.00385579332947754 0 0.00385252533035405 0.0234558248631744 0 0.0115393491807062 0
"здоровья" 0.00394477317554241 0.00388696699965017 0.00798403193612774 0.00390304828070723 0 0.00399201596806387 0 0.00390365772729047 0 0.00782932080642004 0.00808211428109593 0.00391849529780564 0.00395428842579778 0 0.0079088895919013 0.0157809602714325 0.00784713775650332 0 0.0119889701474643 0.00793902826294062 0.0190657769304099 0.0075648687495272 0 0 0.00760919190381981 0 0.00789920612978396 0 0.00783269366335083 0 0.0039106800672637 0.00394430639372066 0 0.00385579332947754 0 0 0 0 0 0
"избавиться" 0.00394477317554241 0.00777393399930035 0.00399201596806387 0 0.00397361519510451 0.0119760479041916 0.0117137167623287 0.00390365772729047 0.0118736642127761 0 0 0 0.0118628652773933 0.00393019965414243 0.0118633343878519 0.00789048013571626 0.00784713775650332 0.0039707750952986 0 0.00793902826294062 0 0.0037824343747636 0 0 0.00380459595190991 0.00390915132324772 0 0.00390518217674855 0.0117490404950262 0.0156158500878392 0.0039106800672637 0 0 0 0 0 0 0.00380141412605489 0 0
"кошелек" 0.00394477317554241 0.00388696699965017 0 0.0195152414035362 0.00794723039020901 0.00399201596806387 0.00390457225410956 0.00390365772729047 0.0158315522837014 0.00782932080642004 0.0161642285621919 0 0.00395428842579778 0 0.0118633343878519 0.00394524006785813 0.011770706634755 0.0039707750952986 0.0119889701474643 0.00396951413147031 0 0 0 0.0076077446840884 0.00760919190381981 0 0 0 0 0.00390396252195979 0 0 0 0.00385579332947754 0.0038928682653379 0 0 0 0 0
"львовна" 0 0 0 0 0 0.063872255489022 0 0 0.0474946568511043 0 0 0 0 0 0 0 0 0 0 0.0119085423944109 0 0 0 0 0 0 0.0276472214542438 0.0156207287069942 0 0 0 0 0 0 0 0 0 0 0 0
"любую" 0.00394477317554241 0.00388696699965017 0 0.00390304828070723 0.00397361519510451 0.00399201596806387 0 0 0.00395788807092535 0.00391466040321002 0 0.00783699059561128 0.00790857685159555 0.0117905989624273 0.00395444479595065 0.00789048013571626 0.00392356887825166 0.0119123252858958 0 0.00396951413147031 0.00381315538608198 0.0037824343747636 0.00384393619065923 0.0038038723420442 0.00380459595190991 0.00390915132324772 0 0 0.00391634683167541 0.00780792504391958 0.0039106800672637 0 0.0115052732502397 0 0.0077857365306758 0.00385252533035405 0.00390930414386239 0 0.00384644972690207 0.00767018216682646
"мастер" 0.00394477317554241 0 0.0119760479041916 0.0156121931228289 0 0.00399201596806387 0 0.00390365772729047 0 0.00391466040321002 0.0121231714216439 0 0 0.00393019965414243 0.00395444479595065 0.00394524006785813 0.0156942755130066 0.0158831003811944 0 0.0119085423944109 0 0 0.00384393619065923 0 0.00760919190381981 0 0 0 0.00391634683167541 0.00390396252195979 0 0 0 0.00385579332947754 0 0 0.0312744331508991 0 0 0
"мент" 0.00394477317554241 0 0.00399201596806387 0 0.015894460780418 0.00399201596806387 0 0.0156146309091619 0.0118736642127761 0.0156586416128401 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0038038723420442 0 0 0.0157984122595679 0.00390518217674855 0 0.0702713253952762 0 0 0 0 0 0 0 0 0 0
"молодые" 0.00394477317554241 0.00388696699965017 0.00798403193612774 0 0.00794723039020901 0.00399201596806387 0.00390457225410956 0.00390365772729047 0 0.00391466040321002 0 0.00391849529780564 0 0.00393019965414243 0 0 0 0.0119123252858958 0.00399632338248811 0.00793902826294062 0 0.0075648687495272 0 0.0076077446840884 0.0152183838076396 0 0.00789920612978396 0.00390518217674855 0 0.00390396252195979 0.00782136013452739 0.00394430639372066 0.00383509108341323 0.00771158665895508 0.0038928682653379 0 0.00781860828772478 0 0.0115393491807062 0
"мрачно" 0 0 0.00399201596806387 0 0.015894460780418 0.0119760479041916 0.00780914450821912 0 0 0.0117439812096301 0.00808211428109593 0.00391849529780564 0.00395428842579778 0.0157207986165697 0.00395444479595065 0.00394524006785813 0.00392356887825166 0.00794155019059721 0 0.00793902826294062 0.00381315538608198 0 0 0.0076077446840884 0 0 0 0.0117155465302456 0.00391634683167541 0.00390396252195979 0.0039106800672637 0 0 0 0 0.00770505066070809 0.00390930414386239 0.00380141412605489 0 0.00383509108341323
"называть" 0.00788954635108481 0 0.00798403193612774 0.00390304828070723 0.00794723039020901 0.00399201596806387 0.00780914450821912 0.00390365772729047 0 0 0.00808211428109593 0 0.00395428842579778 0.00393019965414243 0.00395444479595065 0 0.00392356887825166 0 0 0 0.0114394661582459 0.0075648687495272 0.00384393619065923 0.0076077446840884 0.00380459595190991 0.00390915132324772 0 0.00390518217674855 0.00391634683167541 0.00390396252195979 0.0039106800672637 0.00394430639372066 0.00767018216682646 0.00385579332947754 0 0 0.00781860828772478 0 0.0153857989076083 0.00383509108341323
"насторожилась" 0 0 0.00399201596806387 0 0 0.00399201596806387 0 0 0.00791577614185071 0.00391466040321002 0.00808211428109593 0 0 0.00393019965414243 0.00395444479595065 0.00789048013571626 0.011770706634755 0 0.00399632338248811 0.00396951413147031 0 0 0.00384393619065923 0 0 0 0.0355464275840278 0.0351466395907369 0.00391634683167541 0.00780792504391958 0 0 0 0 0 0 0.00390930414386239 0 0.00384644972690207 0.00767018216682646
"нервно" 0.00788954635108481 0.00388696699965017 0 0 0.015894460780418 0 0.00390457225410956 0.00390365772729047 0.0118736642127761 0.00782932080642004 0.0242463428432878 0 0.00395428842579778 0.0117905989624273 0 0 0 0 0 0 0 0 0.00384393619065923 0.0038038723420442 0 0.00390915132324772 0.00789920612978396 0.00781036435349709 0.0195817341583771 0.00390396252195979 0.0039106800672637 0.00394430639372066 0 0.00385579332947754 0.0038928682653379 0 0.00390930414386239 0 0 0
"носу" 0 0.00388696699965017 0 0.00780609656141446 0 0.0159680638722555 0.00390457225410956 0 0.00395788807092535 0 0 0.00391849529780564 0 0.00393019965414243 0.00395444479595065 0.0118357202035744 0 0.0039707750952986 0.00799264676497622 0 0 0.0037824343747636 0 0 0 0.00781830264649545 0.00394960306489198 0.00390518217674855 0 0 0 0.00394430639372066 0 0.0154231733179102 0.0038928682653379 0.00385252533035405 0.00390930414386239 0.00760282825210979 0.0346180475421186 0
"подождать" 0 0.00777393399930035 0.00399201596806387 0 0.00794723039020901 0 0.00390457225410956 0 0.00395788807092535 0.00391466040321002 0 0.00391849529780564 0 0.00393019965414243 0.00395444479595065 0.00789048013571626 0 0 0 0 0.00381315538608198 0.0075648687495272 0.0115318085719777 0.0038038723420442 0.00380459595190991 0.0156366052929909 0.0157984122595679 0.00390518217674855 0 0.00780792504391958 0 0.011832919181162 0.00767018216682646 0 0.0077857365306758 0.00770505066070809 0 0 0 0.00383509108341323
"позвала" 0 0 0 0 0 0.00798403193612774 0 0.00390365772729047 0.00395788807092535 0 0.00808211428109593 0 0.00395428842579778 0 0.00395444479595065 0.00394524006785813 0 0.0119123252858958 0.00399632338248811 0 0 0 0.00768787238131847 0 0 0.00781830264649545 0.0157984122595679 0.0351466395907369 0.0117490404950262 0.00390396252195979 0.0039106800672637 0.00394430639372066 0.00383509108341323 0 0.0077857365306758 0 0.00390930414386239 0.00380141412605489 0.00384644972690207 0
"показалась" 0.00788954635108481 0.00777393399930035 0.0119760479041916 0 0.00397361519510451 0.00798403193612774 0 0.00390365772729047 0 0 0.00404105714054797 0 0.0118628652773933 0.00393019965414243 0 0.00789048013571626 0 0 0.00399632338248811 0.00793902826294062 0.00381315538608198 0.0075648687495272 0 0.0114116170261326 0 0.00390915132324772 0.00789920612978396 0.0234310930604913 0 0.00390396252195979 0 0.00394430639372066 0.00383509108341323 0.00771158665895508 0 0.00385252533035405 0 0 0 0
"полное" 0.00788954635108481 0.00388696699965017 0.00399201596806387 0 0.0119208455853135 0 0.0156182890164382 0.00390365772729047 0.00791577614185071 0 0 0.0117554858934169 0 0.00393019965414243 0 0 0 0.0039707750952986 0.00399632338248811 0.00396951413147031 0.00762631077216397 0.0037824343747636 0.00384393619065923 0.0076077446840884 0.00760919190381981 0 0.00394960306489198 0.00390518217674855 0 0 0.0039106800672637 0 0 0.00385579332947754 0.0077857365306758 0.00385252533035405 0 0.00380141412605489 0 0.0191754554170662
"понимать" 0.00788954635108481 0 0 0.00390304828070723 0 0 0 0 0.00395788807092535 0.00391466040321002 0.00404105714054797 0.00391849529780564 0.00790857685159555 0 0 0 0.00392356887825166 0.0039707750952986 0 0.00793902826294062 0.00381315538608198 0.0075648687495272 0.0115318085719777 0.0038038723420442 0.0190229797595495 0.00781830264649545 0 0 0 0.0117118875658794 0.00782136013452739 0.00394430639372066 0 0.0115673799884326 0.0077857365306758 0.00385252533035405 0.00390930414386239 0.00380141412605489 0 0.00383509108341323
